# x
0.000000000000000000e+00 3.905859291553497314e-01
0.000000000000000000e+00 1.160156261175870895e-02
2.000000000000000000e+00 1.160156279802322388e-01
2.000000000000000000e+00 3.712500035762786865e-01
2.000000000000000000e+00 6.960937380790710449e-01
2.000000000000000000e+00 3.635156154632568359e-01
0.000000000000000000e+00 6.148828268051147461e-01
0.000000000000000000e+00 2.707031369209289551e-01
0.000000000000000000e+00 3.325781226158142090e-01
0.000000000000000000e+00 6.419531106948852539e-01
0.000000000000000000e+00 8.353124856948852539e-01
2.000000000000000000e+00 5.646094083786010742e-01
2.000000000000000000e+00 2.320312522351741791e-02
0.000000000000000000e+00 8.894531130790710449e-01
0.000000000000000000e+00 4.911328256130218506e-01
2.000000000000000000e+00 9.397265911102294922e-01
2.000000000000000000e+00 6.767578125000000000e-01
0.000000000000000000e+00 6.458203196525573730e-01
2.000000000000000000e+00 5.220702886581420898e-01
2.000000000000000000e+00 9.242578148841857910e-01
0.000000000000000000e+00 6.032812595367431641e-01
2.000000000000000000e+00 1.314843744039535522e-01
2.000000000000000000e+00 9.435937404632568359e-01
0.000000000000000000e+00 5.414062738418579102e-01
0.000000000000000000e+00 1.624218821525573730e-01
0.000000000000000000e+00 8.159765601158142090e-01
0.000000000000000000e+00 1.701562553644180298e-01
0.000000000000000000e+00 2.552343904972076416e-01
2.000000000000000000e+00 1.856250017881393433e-01
2.000000000000000000e+00 2.010937482118606567e-01
2.000000000000000000e+00 6.612890958786010742e-01
0.000000000000000000e+00 1.778906285762786865e-01
2.000000000000000000e+00 7.115625143051147461e-01
2.000000000000000000e+00 5.027343630790710449e-01
0.000000000000000000e+00 4.563281238079071045e-01
2.000000000000000000e+00 4.176562428474426270e-01
0.000000000000000000e+00 9.822656512260437012e-01
0.000000000000000000e+00 6.922265887260437012e-01
0.000000000000000000e+00 6.380859613418579102e-01
2.000000000000000000e+00 6.999609470367431641e-01
0.000000000000000000e+00 7.966406345367431641e-01
0.000000000000000000e+00 3.828515708446502686e-01
